-0.079413,0.038959,0.072500,-0.011150,0.036792,0.036556,-0.025317,-0.052126,-0.021343,0.057825,0.023928,0.023571,-0.042024,-0.078548,-0.069427,-0.079393,0.070865,-0.024700,-0.001016,-0.028685,-0.081624,0.083746,-0.031249,0.070191,-0.078555,0.055760,0.014052,0.017872,-0.019009,-0.006902
-0.044002,0.044075,-0.058591,-0.008563,0.036842,-0.050597,0.080569,0.066885,0.084457,-0.081492,-0.023364,0.037724,0.003984,0.032665,0.069796,0.043436,0.084404,-0.059475,-0.021555,-0.013653,-0.019301,0.050770,-0.062115,0.039982,-0.071822,0.043079,-0.012736,-0.039446,-0.035542,-0.049498
0.045987,-0.075538,0.036285,0.052261,-0.016780,0.049218,-0.039483,-0.018006,-0.009210,0.079375,0.077847,-0.001705,0.012421,-0.041412,-0.084133,-0.020971,0.012276,-0.021481,0.017123,0.027818,-0.023466,0.056751,-0.003489,0.032947,0.006302,-0.052568,-0.070229,0.065793,-0.083236,0.018343
0.004785,-0.061243,0.007845,0.007089,0.055922,-0.003848,0.034350,0.070820,-0.002492,0.062493,0.064113,0.063017,0.071245,0.005469,-0.076357,-0.007632,-0.059411,-0.052516,0.043844,-0.034270,0.010998,-0.024630,0.050302,-0.021504,0.006755,-0.006317,0.059216,-0.016305,0.016158,0.034053
0.008293,0.040896,-0.042940,0.002563,-0.048144,0.083311,-0.081703,-0.017904,-0.040600,-0.044320,0.012090,0.081939,0.002201,0.013061,-0.009176,-0.043382,-0.039611,0.071170,-0.072237,-0.056181,0.019490,-0.084959,-0.011400,0.004924,0.067062,0.046361,-0.085179,0.003170,-0.074179,0.024918
-0.011333,-0.020770,-0.027866,0.020419,-0.032173,-0.020965,-0.077289,-0.063470,0.044175,0.066546,-0.029525,-0.048520,-0.051084,-0.064962,0.020671,-0.015570,0.028554,-0.043102,0.018080,-0.033543,-0.060866,0.039057,-0.020610,0.060867,0.068138,-0.012458,0.034412,-0.048362,0.072030,0.054545
0.074712,-0.043117,0.003167,-0.030721,-0.042687,-0.058126,0.023221,-0.053113,0.015054,-0.073493,-0.032638,-0.051773,-0.013351,0.005628,-0.046964,0.080132,0.047267,0.068454,0.067942,0.063505,-0.023058,0.061532,0.045421,0.002262,0.057357,-0.034694,-0.038502,0.055968,-0.079448,0.029957
0.036764,-0.038178,0.022379,0.018308,-0.013323,0.083950,-0.012765,0.075890,0.002358,-0.047887,-0.063094,0.063804,-0.054230,-0.057760,-0.021535,-0.000770,-0.079358,-0.053642,0.025479,-0.023795,0.064809,-0.051941,-0.017243,0.052428,-0.084235,0.014487,-0.001044,-0.042385,-0.021696,0.055735
0.015559,0.048153,0.073272,-0.038031,0.071450,0.076051,-0.072956,0.004737,-0.015912,0.029894,-0.044741,-0.069199,0.045853,-0.046905,0.072806,-0.066990,-0.024395,0.073315,-0.013842,-0.040343,-0.019253,0.000889,0.041378,0.083060,0.037920,0.057917,-0.050401,-0.068564,0.057271,-0.085498
-0.068072,-0.002179,0.032609,-0.070733,0.051863,0.084694,0.038585,0.011818,0.006648,0.005469,-0.054120,-0.055062,0.084174,0.000959,-0.018396,0.030149,-0.013596,0.008052,-0.068355,-0.012220,0.057338,0.075286,0.035735,-0.035504,-0.078260,0.066771,-0.037229,0.073434,-0.062880,0.076222
0.031709,-0.008687,-0.027638,0.033277,0.004446,-0.023393,-0.025083,0.004405,0.080862,-0.032608,-0.031384,-0.063770,0.000998,0.084374,0.014091,-0.034109,-0.083021,0.059202,-0.066712,-0.025746,-0.004286,0.022459,0.076471,-0.030067,0.078121,-0.040086,0.081771,0.057775,0.028081,-0.005691
0.076030,-0.032165,-0.071156,0.079713,-0.022502,0.002613,0.045256,-0.058639,-0.060953,-0.050333,0.077353,-0.025320,0.005267,0.052700,-0.010503,-0.017315,-0.028113,0.012084,-0.085383,0.067908,-0.046576,-0.030092,0.010942,0.044604,0.064054,-0.045019,0.085101,-0.085537,-0.031860,-0.082163
